@relation Mushroom-new
@attribute cap-shape {c,b,f,k,s,x}
@attribute cap-surface {y,s,g,f}
@attribute cap-color {c,b,e,g,n,p,r,u,w,y}
@attribute odor {a,c,f,m,l,n,p,s,y}
@attribute gill-attachment {a,f}
@attribute gill-spacing {c,w}
@attribute stalk-root {r,c,b,e,?}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,m,l,p,u,w}
@attribute class {p,e}
@data
x,f,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,c,f,c,b,v,d,p
x,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,d,p
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,s,g,n,f,w,e,s,g,e
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,w,c,f,w,b,s,d,p
x,y,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,f,w,n,f,w,e,s,g,e
x,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,f,n,n,f,w,e,s,g,e
x,f,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,p,c,f,w,b,v,d,p
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,s,n,n,f,w,e,s,g,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,s,p,c,f,w,b,s,d,p
f,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
f,f,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,s,w,n,f,w,e,s,g,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,s,g,c,f,c,b,v,d,p
f,y,e,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,n,n,f,w,e,a,g,e
x,y,e,n,f,c,b,y,d,e
x,f,w,c,f,w,b,v,d,p
x,y,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,p,p
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,p,p
x,f,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,p,p
x,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
f,f,g,n,f,w,e,s,g,e
x,y,e,n,f,c,b,v,d,e
x,y,e,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
x,f,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,d,p
x,f,n,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
f,f,n,n,f,c,b,y,d,e
x,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,n,n,f,c,b,v,d,e
x,y,y,f,f,c,b,v,p,p
f,y,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
x,f,g,c,f,w,b,s,d,p
f,f,g,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
f,f,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,p,p
f,f,g,n,f,c,b,v,d,e
f,y,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
x,f,w,c,f,c,b,s,d,p
x,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,g,p
x,f,g,f,f,c,b,y,p,p
f,y,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
x,f,p,c,f,w,b,s,d,p
x,f,g,f,f,c,b,y,d,p
f,f,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
f,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,f,g,f,f,c,b,v,p,p
f,y,n,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
x,f,g,c,f,c,b,s,d,p
f,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
x,y,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,d,p
f,y,n,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
x,y,e,n,f,c,b,v,d,e
x,s,p,c,f,w,b,v,d,p
f,y,n,n,f,c,b,y,d,e
x,y,e,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,s,w,c,f,c,b,v,d,p
f,f,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
x,s,g,c,f,c,b,s,d,p
x,f,p,c,f,c,b,s,d,p
f,y,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
x,s,w,c,f,w,b,v,d,p
x,f,g,f,f,c,b,v,p,p
f,y,n,n,f,c,b,v,d,e
x,y,y,f,f,c,b,y,p,p
f,y,g,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,s,w,c,f,c,b,s,d,p
x,f,g,f,f,c,b,v,p,p
f,y,g,n,f,c,b,v,d,e
x,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,p,p
f,y,n,n,f,c,b,y,d,e
f,f,g,f,f,c,b,y,p,p
f,f,e,n,f,c,b,y,d,e
x,f,n,n,f,c,b,v,d,e
f,f,g,f,f,c,b,v,p,p
f,y,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,p,p
f,f,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,g,p
f,y,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
f,y,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,g,p
x,f,g,f,f,c,b,y,p,p
x,f,g,f,f,c,b,y,g,p
f,y,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,g,p
f,f,e,n,f,c,b,v,d,e
x,s,g,c,f,w,b,v,d,p
f,y,g,n,f,c,b,v,d,e
x,s,p,c,f,c,b,s,d,p
f,f,e,n,f,c,b,y,d,e
f,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,p,p
x,s,g,c,f,w,b,s,d,p
f,f,e,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,g,p
x,f,g,c,f,c,b,v,d,p
f,f,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
x,s,g,c,f,c,b,v,d,p
x,f,w,c,f,c,b,v,d,p
f,f,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
x,y,e,n,f,c,b,v,d,e
x,s,w,c,f,w,b,s,d,p
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
x,f,y,f,f,c,b,v,p,p
f,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,d,p
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,s,w,c,f,c,b,s,d,p
x,f,w,c,f,w,b,s,d,p
f,f,n,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
f,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,s,w,c,f,w,b,s,d,p
x,y,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,d,p
f,f,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,p,p
x,f,p,c,f,w,b,s,d,p
f,y,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,p,p
x,f,w,c,f,c,b,s,d,p
x,f,g,f,f,c,b,v,p,p
f,y,e,n,f,c,b,v,d,e
x,y,g,f,f,c,b,v,p,p
x,s,g,c,f,w,b,s,d,p
f,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,p,p
x,f,p,c,f,w,b,v,d,p
x,y,n,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,y,g,f,f,c,b,v,g,p
f,y,n,n,f,c,b,v,d,e
x,f,p,c,f,c,b,v,d,p
x,f,w,c,f,c,b,s,d,p
f,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,d,p
x,f,g,f,f,c,b,y,p,p
f,f,e,n,f,c,b,y,d,e
x,y,y,f,f,c,b,v,g,p
x,s,p,c,f,c,b,s,d,p
f,f,e,n,f,c,b,y,d,e
f,f,y,f,f,c,b,v,d,p
f,y,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
x,f,n,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,g,p
f,y,e,n,f,c,b,y,d,e
f,f,g,f,f,c,b,y,p,p
f,y,e,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,g,p
f,y,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,g,p
x,f,w,c,f,c,b,s,d,p
f,f,e,n,f,c,b,v,d,e
x,f,y,f,f,c,b,v,d,p
f,y,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
x,s,g,c,f,w,b,v,d,p
f,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,p,p
x,s,w,c,f,w,b,v,d,p
f,f,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,p,p
x,s,w,c,f,w,b,s,d,p
x,f,g,f,f,c,b,y,p,p
x,y,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,g,p
f,y,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,f,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,d,p
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
x,s,w,c,f,c,b,s,d,p
x,y,y,f,f,c,b,y,g,p
f,f,e,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,d,p
x,f,g,f,f,c,b,y,d,p
x,y,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,g,p
f,y,n,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,y,d,e
x,s,g,c,f,w,b,s,d,p
f,f,g,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,f,p,c,f,c,b,v,d,p
x,f,g,f,f,c,b,y,g,p
f,y,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,s,p,c,f,w,b,v,d,p
x,y,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,p,p
x,f,g,f,f,c,b,y,p,p
f,y,n,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,s,g,c,f,c,b,v,d,p
f,f,g,f,f,c,b,v,d,p
x,f,p,c,f,w,b,s,d,p
f,y,e,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
x,f,y,f,f,c,b,y,g,p
f,f,g,n,f,c,b,y,d,e
x,f,w,c,f,w,b,v,d,p
x,f,g,f,f,c,b,v,d,p
f,f,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,p,p
x,f,g,f,f,c,b,v,p,p
x,s,p,c,f,w,b,v,d,p
x,y,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,d,p
f,y,n,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
f,y,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,f,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
x,f,p,c,f,w,b,s,d,p
f,f,e,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
x,s,w,c,f,w,b,s,d,p
f,f,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,g,p
f,f,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,g,p
f,f,e,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,f,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,g,p
f,y,e,n,f,c,b,v,d,e
x,f,w,c,f,c,b,s,d,p
f,y,n,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,y,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,d,p
f,y,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,v,d,e
x,f,p,c,f,c,b,s,d,p
x,f,g,f,f,c,b,v,d,p
f,y,g,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
x,s,w,c,f,c,b,s,d,p
x,f,p,c,f,w,b,v,d,p
x,f,g,f,f,c,b,y,p,p
x,f,g,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
x,s,p,c,f,w,b,s,d,p
f,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,g,p
f,y,n,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
x,f,w,c,f,w,b,v,d,p
f,y,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,v,d,p
f,y,e,n,f,c,b,y,d,e
x,f,y,f,f,c,b,y,p,p
f,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,f,g,c,f,w,b,v,d,p
f,y,g,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,p,p
f,y,n,n,f,c,b,v,d,e
x,s,g,c,f,w,b,s,d,p
x,f,g,f,f,c,b,v,g,p
f,f,e,n,f,c,b,v,d,e
f,y,n,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
x,f,w,c,f,c,b,v,d,p
x,f,g,f,f,c,b,v,g,p
x,f,g,c,f,w,b,v,d,p
f,f,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,y,g,f,f,c,b,y,d,p
x,f,g,f,f,c,b,y,g,p
f,y,e,n,f,c,b,y,d,e
x,f,p,c,f,w,b,s,d,p
x,s,g,c,f,c,b,s,d,p
f,y,e,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,s,p,c,f,w,b,v,d,p
x,f,g,f,f,c,b,y,d,p
f,f,e,n,f,c,b,v,d,e
f,y,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,e,n,f,c,b,v,d,e
f,f,y,f,f,c,b,v,p,p
x,f,g,n,f,c,b,y,d,e
x,s,p,c,f,w,b,s,d,p
x,y,e,n,f,c,b,y,d,e
f,f,g,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
f,f,e,n,f,c,b,v,d,e
x,s,w,c,f,w,b,v,d,p
x,y,g,f,f,c,b,y,d,p
x,f,p,c,f,c,b,v,d,p
f,y,g,n,f,c,b,y,d,e
x,y,n,n,f,c,b,v,d,e
x,f,g,c,f,c,b,s,d,p
f,y,n,n,f,c,b,y,d,e
x,f,p,c,f,c,b,v,d,p
f,f,e,n,f,c,b,y,d,e
x,s,w,c,f,w,b,s,d,p
x,y,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,g,p
x,s,g,c,f,c,b,s,d,p
f,y,n,n,f,c,b,y,d,e
x,f,g,f,f,c,b,y,g,p
x,s,p,c,f,c,b,v,d,p
f,y,e,n,f,c,b,y,d,e
x,s,g,c,f,w,b,s,d,p
x,y,g,n,f,c,b,v,d,e
x,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
f,f,n,n,f,c,b,y,d,e
x,s,g,c,f,c,b,s,d,p
f,f,g,n,f,c,b,v,d,e
x,f,e,n,f,c,b,v,d,e
f,f,g,n,f,c,b,y,d,e
f,y,e,n,f,c,b,y,d,e
f,y,n,n,f,c,b,v,d,e
x,f,g,f,f,c,b,y,g,p
x,s,g,c,f,c,b,s,d,p
f,y,e,n,f,c,b,y,d,e
x,y,g,n,f,c,b,y,d,e
x,f,g,c,f,w,b,v,d,p
f,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,y,d,e
f,f,e,n,f,c,b,v,d,e
x,f,y,f,f,c,b,v,p,p
x,s,g,c,f,w,b,v,d,p
f,y,g,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,n,n,f,c,b,y,d,e
f,y,g,n,f,c,b,v,d,e
f,y,g,n,f,c,b,v,d,e
x,f,g,f,f,c,b,v,p,p
f,y,g,n,f,c,b,y,d,e
